
-------------------- Start --------------------

---------------------------------
Thresh 	 F_score
0.206920 	 0.000000
0.000000 	 0.000000
---------
0.505361 ( 51 ) precision 0.670156  recall 0.608684  f-micro 0.637943 
---------

---------------------------------
Thresh 	 F_score
0.185459 	 0.917056
0.320787 	 1.000000
0.319462 	 1.000000
0.046561 	 0.000000
0.221360 	 1.000000
0.436240 	 0.000000
0.230202 	 0.000000
0.263283 	 1.000000
0.041936 	 0.000000
0.204156 	 0.847458
0.363286 	 1.000000
0.431680 	 1.000000
0.281275 	 0.082192
0.117625 	 0.000000
0.360904 	 1.000000
0.146588 	 0.333333
0.373556 	 1.000000
0.167778 	 0.000000
0.336555 	 1.000000
0.286071 	 1.000000
0.282575 	 0.426966
0.121891 	 1.000000
0.077198 	 0.000000
0.104068 	 0.000000
0.171674 	 0.335135
0.341134 	 1.000000
0.199934 	 1.000000
0.141995 	 1.000000
0.205192 	 1.000000
0.408980 	 1.000000
0.176633 	 0.216216
0.258072 	 0.233333
0.467866 	 0.000000
0.207482 	 1.000000
0.162515 	 0.000000
0.178163 	 0.168831
0.235990 	 0.420253
0.296057 	 0.000000
0.194027 	 1.000000
0.449888 	 1.000000
0.296371 	 0.000000
0.335176 	 0.000000
0.094096 	 0.592593
0.248658 	 0.297872
0.244563 	 0.111111
0.084842 	 0.307692
0.342286 	 0.000000
0.258267 	 1.000000
0.432774 	 1.000000
0.129245 	 0.750000
0.207055 	 0.000000
0.000000 	 0.000000
---------
0.530197 ( 51 ) precision 0.675592  recall 0.607971  f-micro 0.640000 
---------

---------------------------------
Thresh 	 F_score
0.180613 	 0.912941
0.322296 	 1.000000
0.321005 	 1.000000
0.046605 	 0.000000
0.221668 	 1.000000
0.436667 	 0.000000
0.230637 	 0.000000
0.263945 	 1.000000
0.059585 	 0.000000
0.219481 	 0.855219
0.363641 	 1.000000
0.432102 	 1.000000
0.218129 	 0.105263
0.121363 	 0.000000
0.361258 	 1.000000
0.154817 	 0.363636
0.373922 	 1.000000
0.167944 	 0.000000
0.336884 	 1.000000
0.286351 	 1.000000
0.283604 	 0.383838
0.176861 	 1.000000
0.075986 	 0.000000
0.152651 	 0.000000
0.178131 	 0.327711
0.341468 	 1.000000
0.195717 	 1.000000
0.093924 	 1.000000
0.205393 	 1.000000
0.409380 	 1.000000
0.240453 	 0.139535
0.268217 	 0.271186
0.468323 	 0.000000
0.207685 	 1.000000
0.162676 	 0.000000
0.188318 	 0.143791
0.214420 	 0.420792
0.284037 	 0.000000
0.199614 	 1.000000
0.450931 	 1.000000
0.276017 	 0.000000
0.194442 	 0.000000
0.094289 	 0.586207
0.216737 	 0.200000
0.293068 	 0.000000
0.081225 	 0.240000
0.344536 	 0.000000
0.258520 	 1.000000
0.433197 	 1.000000
0.125470 	 0.725000
0.207122 	 0.000000
0.000000 	 0.000000
---------
0.523042 ( 51 ) precision 0.677255  recall 0.606989  f-micro 0.640199 
---------

---------------------------------
Thresh 	 F_score
0.296899 	 0.919109
0.323051 	 1.000000
0.321777 	 1.000000
0.046627 	 0.000000
0.221822 	 1.000000
0.436881 	 0.000000
0.230854 	 0.000000
0.264276 	 1.000000
0.049632 	 0.000000
0.202301 	 0.850340
0.363819 	 1.000000
0.432313 	 1.000000
0.248110 	 0.105263
0.128316 	 0.000000
0.361434 	 1.000000
0.146557 	 0.333333
0.374104 	 1.000000
0.168027 	 0.000000
0.337049 	 1.000000
0.286491 	 1.000000
0.249560 	 0.307692
0.204346 	 1.000000
0.172481 	 0.000000
0.180537 	 0.000000
0.196974 	 0.323383
0.341635 	 1.000000
0.201067 	 1.000000
0.069883 	 1.000000
0.205493 	 1.000000
0.409580 	 1.000000
0.203975 	 0.190476
0.272644 	 0.253968
0.468552 	 0.000000
0.207787 	 1.000000
0.162757 	 0.000000
0.178939 	 0.157895
0.206766 	 0.415274
0.277998 	 0.000000
0.202407 	 1.000000
0.451453 	 1.000000
0.288985 	 0.000000
0.124075 	 0.000000
0.092240 	 0.586207
0.233945 	 0.322581
0.284140 	 0.210526
0.084012 	 0.279070
0.345661 	 0.000000
0.258646 	 1.000000
0.433409 	 1.000000
0.129706 	 0.734177
0.207155 	 0.000000
0.000000 	 0.000000
---------
0.529202 ( 51 ) precision 0.679364  recall 0.606559  f-micro 0.640900 
---------

---------------------------------
Thresh 	 F_score
0.257505 	 0.909518
0.323428 	 1.000000
0.322162 	 1.000000
0.046464 	 0.000000
0.221899 	 1.000000
0.436987 	 0.000000
0.230963 	 0.000000
0.264441 	 1.000000
0.045853 	 0.000000
0.199141 	 0.831081
0.363908 	 1.000000
0.432419 	 1.000000
0.278645 	 0.109589
0.124998 	 0.000000
0.361522 	 1.000000
0.123483 	 0.363636
0.374196 	 1.000000
0.168069 	 0.000000
0.337131 	 1.000000
0.286561 	 1.000000
0.233659 	 0.395604
0.218089 	 1.000000
0.261335 	 0.000000
0.194480 	 0.000000
0.192447 	 0.297561
0.341718 	 1.000000
0.203742 	 1.000000
0.057864 	 0.000000
0.205543 	 1.000000
0.409680 	 1.000000
0.254528 	 0.164706
0.274742 	 0.262295
0.468667 	 0.000000
0.207838 	 1.000000
0.162797 	 0.000000
0.191736 	 0.125874
0.219086 	 0.401937
0.274081 	 0.000000
0.203804 	 1.000000
0.451714 	 1.000000
0.296210 	 0.000000
0.088892 	 0.000000
0.094438 	 0.586207
0.202661 	 0.440000
0.202529 	 0.160000
0.084787 	 0.294118
0.346224 	 0.000000
0.258710 	 1.000000
0.433515 	 1.000000
0.131087 	 0.743590
0.207172 	 0.000000
0.000000 	 0.000000
---------
0.511485 ( 51 ) precision 0.679702  recall 0.605858  f-micro 0.640659 
---------

---------------------------------
Thresh 	 F_score
0.196954 	 0.914819
0.323617 	 1.000000
0.322355 	 1.000000
0.052676 	 0.000000
0.221937 	 1.000000
0.437041 	 0.000000
0.231018 	 0.000000
0.264524 	 1.000000
0.054365 	 0.000000
0.201899 	 0.836735
0.363952 	 1.000000
0.432472 	 1.000000
0.296017 	 0.106667
0.104274 	 0.000000
0.361567 	 1.000000
0.119068 	 0.333333
0.374241 	 1.000000
0.168090 	 0.000000
0.337172 	 1.000000
0.286596 	 1.000000
0.226487 	 0.411765
0.224960 	 1.000000
0.168309 	 0.000000
0.123991 	 0.000000
0.198607 	 0.308861
0.341760 	 1.000000
0.205080 	 1.000000
0.051853 	 0.000000
0.205568 	 1.000000
0.409730 	 1.000000
0.290469 	 0.141176
0.275511 	 0.262295
0.468724 	 0.000000
0.207863 	 1.000000
0.162817 	 0.000000
0.197602 	 0.125000
0.206216 	 0.461894
0.256994 	 0.000000
0.204502 	 1.000000
0.451844 	 1.000000
0.275936 	 0.000000
0.071300 	 0.000000
0.098302 	 0.586207
0.195981 	 0.323232
0.246738 	 0.095238
0.097940 	 0.272727
0.346505 	 0.000000
0.258741 	 1.000000
0.433568 	 1.000000
0.135223 	 0.750000
0.207180 	 0.000000
0.000000 	 0.000000
---------
0.508430 ( 51 ) precision 0.680654  recall 0.605937  f-micro 0.641126 
---------

---------------------------------
Thresh 	 F_score
0.280043 	 0.914585
0.323711 	 1.000000
0.322452 	 1.000000
0.055782 	 0.000000
0.221957 	 1.000000
0.437067 	 0.000000
0.231045 	 0.000000
0.264566 	 1.000000
0.121413 	 0.000000
0.215093 	 0.834483
0.363975 	 1.000000
0.432498 	 1.000000
0.299548 	 0.082192
0.113558 	 0.000000
0.361589 	 1.000000
0.116464 	 0.333333
0.374264 	 1.000000
0.168100 	 0.000000
0.337193 	 1.000000
0.286613 	 1.000000
0.229860 	 0.363636
0.228396 	 1.000000
0.107388 	 0.000000
0.166207 	 0.000000
0.229660 	 0.277008
0.341781 	 1.000000
0.205748 	 1.000000
0.048844 	 0.000000
0.205581 	 1.000000
0.409755 	 1.000000
0.299408 	 0.195652
0.274724 	 0.266667
0.468753 	 0.000000
0.207876 	 1.000000
0.162827 	 0.000000
0.183590 	 0.132450
0.348881 	 0.298246
0.263683 	 0.000000
0.204851 	 1.000000
0.451910 	 1.000000
0.265801 	 0.000000
0.062504 	 0.000000
0.099888 	 0.509091
0.195250 	 0.361702
0.241792 	 0.100000
0.096566 	 0.333333
0.346646 	 0.000000
0.258757 	 1.000000
0.433594 	 1.000000
0.134238 	 0.759494
0.207185 	 0.000000
0.000000 	 0.000000
---------
0.505135 ( 51 ) precision 0.682231  recall 0.603876  f-micro 0.640667 
---------

---------------------------------
Thresh 	 F_score
0.286231 	 0.895122
0.323758 	 1.000000
0.322500 	 1.000000
0.051216 	 0.000000
0.221966 	 1.000000
