
-------------------- Start --------------------

---------------------------------
Thresh 	 F_score
0.099289 	 0.869989
0.000000 	 0.000000
0.000000 	 0.000000
0.263519 	 0.000000
0.214710 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.049996 	 0.627358
0.000000 	 0.000000
0.000000 	 0.000000
0.195605 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.157921 	 0.000000
0.000000 	 0.000000
0.193262 	 0.000000
0.000000 	 0.000000
0.253775 	 1.000000
0.060490 	 0.023121
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.141612 	 0.322581
0.000000 	 0.000000
0.000000 	 0.000000
0.214910 	 0.000000
0.000000 	 0.000000
0.258602 	 1.000000
0.060070 	 0.097166
0.092058 	 0.160714
0.000000 	 0.000000
0.229749 	 0.000000
0.000000 	 0.000000
0.073875 	 0.211618
0.055035 	 0.554696
0.243357 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.253630 	 0.000000
0.218914 	 0.000000
0.210760 	 0.212766
0.147403 	 0.000000
0.175463 	 0.250000
0.000000 	 0.000000
0.206925 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.062898 	 0.349727
0.000000 	 0.000000
0.000000 	 0.000000
---------
0.227189 ( 25 )
---------

---------------------------------
Thresh 	 F_score
0.125970 	 0.873614
0.000000 	 0.000000
0.000000 	 0.000000
0.351359 	 0.000000
0.286279 	 1.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.084618 	 0.645477
0.000000 	 0.000000
0.000000 	 0.000000
0.260839 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.209698 	 0.000000
0.000000 	 0.000000
0.257683 	 0.000000
0.000000 	 0.000000
0.338367 	 1.000000
0.080808 	 0.049080
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.218901 	 0.192192
0.000000 	 0.000000
0.000000 	 0.000000
0.286547 	 1.000000
0.000000 	 0.000000
0.344803 	 1.000000
0.092633 	 0.095238
0.107699 	 0.153005
0.000000 	 0.000000
0.306333 	 1.000000
0.000000 	 0.000000
0.172243 	 0.125604
0.073249 	 0.542529
0.324475 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.338145 	 0.000000
0.296365 	 0.000000
