0.823648,-1.000000,-1.000000,0.000000,-2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.870175,-1.000000,-1.000000,0.112360,-1.000000,-1.000000,0.010187,-1.000000,0.000000,-1.000000,-2.000000,0.120000,-1.000000,-1.000000,-1.000000,0.356000,-1.000000,-1.000000,-2.000000,-1.000000,-2.000000,0.048193,0.142857,-1.000000,-2.000000,-1.000000,0.175439,0.630380,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.024719,0.112360,0.200000,-1.000000,0.002356,-1.000000,-1.000000,0.743590,-1.000000,-1.000000,
0.918950,-1.000000,-1.000000,0.000000,-2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.866197,-1.000000,-1.000000,0.050000,-1.000000,-1.000000,0.000000,-1.000000,0.000000,-1.000000,-2.000000,0.105263,-1.000000,-1.000000,-1.000000,0.173077,-1.000000,-1.000000,-2.000000,-1.000000,-2.000000,0.000000,0.175439,-1.000000,-2.000000,-1.000000,0.148649,0.594841,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.307692,0.000000,0.210526,-1.000000,0.002308,-1.000000,-1.000000,0.753247,-1.000000,-1.000000,
0.911162,-1.000000,-1.000000,0.000000,-2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.869258,-1.000000,-1.000000,0.050633,-1.000000,-1.000000,0.000000,-1.000000,0.000000,-1.000000,-2.000000,0.105263,-1.000000,-1.000000,-1.000000,0.252809,-1.000000,-1.000000,-2.000000,-1.000000,-2.000000,0.000000,0.202247,-1.000000,-2.000000,-1.000000,0.144928,0.552901,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.307692,0.000000,0.210526,-1.000000,0.002309,-1.000000,-1.000000,0.753247,-1.000000,-1.000000,
0.917051,-1.000000,-1.000000,0.000000,-2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.868327,-1.000000,-1.000000,0.048780,-1.000000,-1.000000,0.000000,-1.000000,0.000000,-1.000000,-2.000000,0.105263,-1.000000,-1.000000,-1.000000,0.253521,-1.000000,-1.000000,-2.000000,-1.000000,-2.000000,0.000000,0.209302,-1.000000,-2.000000,-1.000000,0.145985,0.585516,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.307692,0.000000,0.210526,-1.000000,0.002313,-1.000000,-1.000000,0.753247,-1.000000,-1.000000,
0.916427,-1.000000,-1.000000,0.000000,-2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.868327,-1.000000,-1.000000,0.047059,-1.000000,-1.000000,0.200000,-1.000000,0.000000,-1.000000,-2.000000,0.105263,-1.000000,-1.000000,-1.000000,0.181208,-1.000000,-1.000000,-2.000000,-1.000000,-2.000000,0.000000,0.190476,-1.000000,-2.000000,-1.000000,0.096000,0.585670,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.307692,0.000000,0.111111,-1.000000,0.002317,-1.000000,-1.000000,0.753247,-1.000000,-1.000000,
0.916955,-1.000000,-1.000000,0.000000,-2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.858182,-1.000000,-1.000000,0.047619,-1.000000,-1.000000,0.200000,-1.000000,0.000000,-1.000000,-2.000000,0.105263,-1.000000,-1.000000,-1.000000,0.132841,-1.000000,-1.000000,-2.000000,-1.000000,-2.000000,0.000000,0.202532,-1.000000,-2.000000,-1.000000,0.033613,0.565724,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.307692,0.000000,0.111111,-1.000000,0.002330,-1.000000,-1.000000,0.753247,-1.000000,-1.000000,
0.916427,-1.000000,-1.000000,0.000000,-2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.859259,-1.000000,-1.000000,0.049383,-1.000000,-1.000000,0.200000,-1.000000,0.000000,-1.000000,-2.000000,0.105263,-1.000000,-1.000000,-1.000000,0.116732,-1.000000,-1.000000,-2.000000,-1.000000,-2.000000,0.000000,0.200000,-1.000000,-2.000000,-1.000000,0.017391,0.494759,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.307692,0.000000,0.111111,-1.000000,0.001823,-1.000000,-1.000000,0.753247,-1.000000,-1.000000,
0.916955,-1.000000,-1.000000,0.000000,-2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.867384,-1.000000,-1.000000,0.049383,-1.000000,-1.000000,0.200000,-1.000000,0.000000,-1.000000,-2.000000,0.105263,-1.000000,-1.000000,-1.000000,0.137681,-1.000000,-1.000000,-2.000000,-1.000000,-2.000000,0.000000,0.200000,-1.000000,-2.000000,-1.000000,0.017094,0.488323,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.307692,0.029851,0.111111,-1.000000,0.002353,-1.000000,-1.000000,0.753247,-1.000000,-1.000000,
0.916955,-1.000000,-1.000000,0.000000,-2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.854015,-1.000000,-1.000000,0.049383,-1.000000,-1.000000,0.200000,-1.000000,0.000000,-1.000000,-2.000000,0.105263,-1.000000,-1.000000,-1.000000,0.130909,-1.000000,-1.000000,-2.000000,-1.000000,-2.000000,0.000000,0.200000,-1.000000,-2.000000,-1.000000,0.103704,0.473913,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.307692,0.029851,0.111111,-1.000000,0.002342,-1.000000,-1.000000,0.753247,-1.000000,-1.000000,
0.916427,-1.000000,-1.000000,0.000000,-2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.859259,-1.000000,-1.000000,0.049383,-1.000000,-1.000000,0.200000,-1.000000,0.000000,-1.000000,-2.000000,0.105263,-1.000000,-1.000000,-1.000000,0.150685,-1.000000,-1.000000,-2.000000,-1.000000,-2.000000,0.000000,0.213333,-1.000000,-2.000000,-1.000000,0.113924,0.466960,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.307692,0.029851,0.111111,-1.000000,0.002305,-1.000000,-1.000000,0.753247,-1.000000,-1.000000,
