
-------------------- Start --------------------

---------------------------------
Thresh 	 F_score
0.090653 	 0.872570
0.000000 	 0.000000
0.000000 	 0.000000
0.263519 	 0.000000
0.214710 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.060383 	 0.627358
0.000000 	 0.000000
0.000000 	 0.000000
0.080273 	 0.010582
0.000000 	 0.000000
0.000000 	 0.000000
0.156281 	 0.000000
0.000000 	 0.000000
0.193262 	 0.000000
0.000000 	 0.000000
0.253775 	 1.000000
0.063693 	 0.055866
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.135751 	 0.354561
0.000000 	 0.000000
0.000000 	 0.000000
0.214910 	 0.000000
0.000000 	 0.000000
0.258602 	 1.000000
0.062259 	 0.089219
0.056448 	 0.166667
0.000000 	 0.000000
0.229749 	 0.000000
0.000000 	 0.000000
0.073109 	 0.207469
0.073938 	 0.545670
0.243357 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.192330 	 0.000000
0.225634 	 0.000000
0.210760 	 0.212766
0.114737 	 0.000000
0.175463 	 0.250000
0.000000 	 0.000000
0.206925 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.065946 	 0.340659
0.000000 	 0.000000
0.000000 	 0.000000
---------
0.229336 ( 25 )
---------

---------------------------------
Thresh 	 F_score
0.137763 	 0.890017
0.000000 	 0.000000
0.000000 	 0.000000
0.395278 	 0.000000
0.322064 	 1.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.096895 	 0.683938
0.000000 	 0.000000
0.000000 	 0.000000
0.236601 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.232767 	 0.000000
0.000000 	 0.000000
0.289893 	 0.000000
0.000000 	 0.000000
0.380663 	 1.000000
0.095363 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.202375 	 0.162162
0.000000 	 0.000000
0.000000 	 0.000000
0.322365 	 1.000000
0.000000 	 0.000000
0.387903 	 1.000000
0.112978 	 0.099502
0.143314 	 0.129032
0.000000 	 0.000000
0.344624 	 1.000000
0.000000 	 0.000000
0.105205 	 0.226131
0.100192 	 0.519380
0.365035 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.347717 	 0.000000
0.336318 	 0.000000
0.316140 	 0.250000
0.201421 	 0.000000
0.263194 	 0.105263
0.000000 	 0.000000
0.310388 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.102821 	 0.436620
0.000000 	 0.000000
0.000000 	 0.000000
---------
0.340082 ( 25 )
---------

---------------------------------
Thresh 	 F_score
0.147964 	 0.885778
0.000000 	 0.000000
0.000000 	 0.000000
0.461158 	 0.000000
0.375742 	 1.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.125409 	 0.734104
0.000000 	 0.000000
0.000000 	 0.000000
0.312892 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.275741 	 0.000000
0.000000 	 0.000000
0.338209 	 0.000000
0.000000 	 0.000000
0.444106 	 1.000000
0.095782 	 0.015152
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.238458 	 0.172840
0.000000 	 0.000000
0.000000 	 0.000000
0.376093 	 1.000000
0.000000 	 0.000000
0.452554 	 1.000000
0.113240 	 0.131313
0.167628 	 0.145833
0.000000 	 0.000000
0.402062 	 1.000000
0.000000 	 0.000000
0.120773 	 0.196825
0.105264 	 0.513619
0.425874 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.366043 	 0.000000
0.391660 	 0.000000
0.368830 	 0.258065
0.224805 	 0.000000
0.307060 	 0.105263
0.000000 	 0.000000
0.362119 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.117178 	 0.491525
0.000000 	 0.000000
0.000000 	 0.000000
---------
0.346013 ( 25 )
---------

---------------------------------
Thresh 	 F_score
0.178016 	 0.890766
0.000000 	 0.000000
0.000000 	 0.000000
0.494098 	 0.000000
0.402580 	 1.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.138371 	 0.752137
0.000000 	 0.000000
0.000000 	 0.000000
0.229215 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.299395 	 0.000000
0.000000 	 0.000000
0.362366 	 0.000000
0.000000 	 0.000000
0.475828 	 1.000000
0.120747 	 0.037383
0.000000 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.255507 	 0.157233
0.000000 	 0.000000
0.000000 	 0.000000
0.402957 	 1.000000
0.000000 	 0.000000
0.484879 	 1.000000
0.131519 	 0.118280
0.180887 	 0.166667
0.000000 	 0.000000
0.430780 	 1.000000
0.000000 	 0.000000
0.128389 	 0.186916
0.131777 	 0.566347
0.456294 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.434562 	 0.000000
0.419331 	 0.000000
0.395175 	 0.200000
0.236207 	 0.000000
0.328992 	 0.105263
0.000000 	 0.000000
0.387985 	 0.000000
0.000000 	 0.000000
0.000000 	 0.000000
0.151781 	 0.681319
0.000000 	 0.000000
0.000000 	 0.000000
---------
0.354492 ( 25 )
---------

