
-------------------- Start --------------------

---------------------------------
Thresh 	 F_score
0.122115 	 0.903881
0.275051 	 1.000000
0.258058 	 1.000000
0.058149 	 0.000000
0.221970 	 1.000000
0.437094 	 0.000000
0.224001 	 0.000000
0.205593 	 1.000000
0.040930 	 0.000000
0.157220 	 0.857143
0.363997 	 1.000000
0.432524 	 1.000000
0.389738 	 0.000000
0.118463 	 0.000000
0.361611 	 1.000000
0.135323 	 0.363636
0.374287 	 1.000000
0.167788 	 0.000000
0.337213 	 1.000000
0.286631 	 1.000000
0.182050 	 0.333333
0.221522 	 1.000000
0.050532 	 0.000000
0.046589 	 0.133333
0.211463 	 0.263930
0.341801 	 1.000000
0.191565 	 1.000000
0.070971 	 0.000000
0.205593 	 1.000000
0.409780 	 1.000000
0.210082 	 0.138889
0.234874 	 0.266667
0.468781 	 0.000000
0.210836 	 1.000000
0.162745 	 0.000000
0.106794 	 0.237838
0.209290 	 0.379947
0.244195 	 0.000000
0.205277 	 1.000000
0.246412 	 1.000000
0.238311 	 0.000000
0.052256 	 0.000000
0.084774 	 0.586207
0.121870 	 0.285714
0.176013 	 0.000000
0.089647 	 0.342857
0.346786 	 0.000000
0.258718 	 1.000000
0.433621 	 1.000000
0.120976 	 0.743590
0.211785 	 0.000000
0.000000 	 0.000000
---------
0.506607 ( 51 )
---------

---------------------------------
Thresh 	 F_score
0.297768 	 0.857143
0.275051 	 1.000000
0.258058 	 1.000000
0.058149 	 0.000000
0.221970 	 1.000000
0.437094 	 0.000000
0.224001 	 0.000000
0.205593 	 1.000000
0.062552 	 0.000000
0.198651 	 0.874126
0.363997 	 1.000000
0.432524 	 1.000000
0.339199 	 0.000000
0.120342 	 0.000000
0.361611 	 1.000000
0.242575 	 0.363636
0.374287 	 1.000000
0.167788 	 0.000000
0.337213 	 1.000000
0.286631 	 1.000000
0.201200 	 0.297872
0.222153 	 1.000000
0.086018 	 0.000000
0.046186 	 0.133333
0.213790 	 0.286517
0.341801 	 1.000000
0.191565 	 1.000000
0.045842 	 0.000000
0.205593 	 1.000000
0.409780 	 1.000000
0.264040 	 0.136986
0.265494 	 0.266667
0.468781 	 0.000000
0.210836 	 1.000000
0.162897 	 0.000000
0.125709 	 0.215569
0.494352 	 0.189873
0.303442 	 0.000000
0.205277 	 1.000000
0.246412 	 1.000000
0.403722 	 0.000000
0.052256 	 0.000000
0.087588 	 0.561404
0.135603 	 0.205128
0.323465 	 0.000000
0.101060 	 0.315789
0.346786 	 0.000000
0.258718 	 1.000000
0.433621 	 1.000000
0.127191 	 0.810811
0.211785 	 0.000000
0.000000 	 0.000000
---------
0.500291 ( 51 )
---------

---------------------------------
Thresh 	 F_score
0.187551 	 0.885065
0.275051 	 1.000000
0.258058 	 1.000000
0.058149 	 0.000000
0.221970 	 1.000000
0.437094 	 0.000000
0.224001 	 0.000000
0.205593 	 1.000000
0.214197 	 0.000000
0.179020 	 0.860068
0.363997 	 1.000000
0.432524 	 1.000000
0.122948 	 0.150000
0.121819 	 0.000000
0.361611 	 1.000000
0.241325 	 0.363636
0.374287 	 1.000000
0.167788 	 0.000000
0.337213 	 1.000000
0.286631 	 1.000000
0.219471 	 0.217391
0.231980 	 1.000000
0.108658 	 0.000000
0.047838 	 0.133333
0.188084 	 0.309333
0.341801 	 1.000000
0.191565 	 1.000000
0.045845 	 0.000000
0.205593 	 1.000000
0.409780 	 1.000000
0.103437 	 0.172043
0.266426 	 0.262295
0.468781 	 0.000000
0.210836 	 1.000000
0.162897 	 0.000000
0.126321 	 0.214286
0.099040 	 0.413625
0.303442 	 0.000000
0.205277 	 1.000000
0.246412 	 1.000000
0.403722 	 0.000000
0.052256 	 0.000000
0.132501 	 0.490566
0.163447 	 0.314607
0.336694 	 0.000000
0.117224 	 0.333333
0.346786 	 0.000000
0.258718 	 1.000000
0.433621 	 1.000000
0.123399 	 0.779221
0.211785 	 0.000000
0.000000 	 0.000000
---------
0.507820 ( 51 )
---------

---------------------------------
Thresh 	 F_score
0.206725 	 0.886279
0.275051 	 1.000000
0.258058 	 1.000000
0.058149 	 0.000000
0.221894 	 1.000000
0.437094 	 0.000000
0.224001 	 0.000000
0.205593 	 1.000000
0.214197 	 0.000000
0.207870 	 0.861111
0.363997 	 1.000000
0.432524 	 1.000000
0.141340 	 0.103896
0.114704 	 0.000000
0.361611 	 1.000000
0.241126 	 0.363636
0.374287 	 1.000000
0.167788 	 0.000000
0.337213 	 1.000000
0.286631 	 1.000000
0.224239 	 0.274510
0.232167 	 1.000000
0.119233 	 0.000000
