
0.193247 ( 20 ) precision 0.407344  recall 0.749607  f-micro 0.527850 
0.200233 ( 20 ) precision 0.444570  recall 0.723677  f-micro 0.550782 
0.205481 ( 20 ) precision 0.469727  recall 0.705780  f-micro 0.564052 
0.200220 ( 20 ) precision 0.486415  recall 0.696307  f-micro 0.572737 
0.202317 ( 20 ) precision 0.500152  recall 0.690623  f-micro 0.580154 
0.202924 ( 20 ) precision 0.510733  recall 0.683429  f-micro 0.584594 
0.206802 ( 20 ) precision 0.518274  recall 0.680236  f-micro 0.588311 
0.206414 ( 20 ) precision 0.528733  recall 0.677776  f-micro 0.594049 
0.200377 ( 20 ) precision 0.534632  recall 0.674350  f-micro 0.596417 
0.204834 ( 20 ) precision 0.539444  recall 0.672342  f-micro 0.598606 
0.203206 ( 20 ) precision 0.545381  recall 0.670746  f-micro 0.601602 
0.202800 ( 20 ) precision 0.549828  recall 0.669548  f-micro 0.603811 
0.200654 ( 20 ) precision 0.552549  recall 0.669017  f-micro 0.605231 
0.202157 ( 20 ) precision 0.555096  recall 0.668562  f-micro 0.606569 
0.199667 ( 20 ) precision 0.555743  recall 0.668308  f-micro 0.606850 
0.198526 ( 20 ) precision 0.557810  recall 0.666874  f-micro 0.607486 
0.200689 ( 20 ) precision 0.559244  recall 0.666533  f-micro 0.608193 
0.202024 ( 20 ) precision 0.563576  recall 0.664804  f-micro 0.610019 
0.204149 ( 20 ) precision 0.567699  recall 0.663643  f-micro 0.611933 
0.203702 ( 20 ) precision 0.570758  recall 0.662651  f-micro 0.613281 
0.202123 ( 20 ) precision 0.573319  recall 0.661528  f-micro 0.614273 
0.198900 ( 20 ) precision 0.574575  recall 0.660984  f-micro 0.614758 
0.203667 ( 20 ) precision 0.575712  recall 0.660350  f-micro 0.615133 
0.204037 ( 20 ) precision 0.578153  recall 0.659508  f-micro 0.616156 
0.199919 ( 20 ) precision 0.581082  recall 0.658397  f-micro 0.617328 
0.199568 ( 20 ) precision 0.583109  recall 0.657533  f-micro 0.618089 
0.199249 ( 20 ) precision 0.585024  recall 0.656927  f-micro 0.618894 
0.203386 ( 20 ) precision 0.585981  recall 0.656701  f-micro 0.619329 
0.198172 ( 20 ) precision 0.586136  recall 0.656437  f-micro 0.619298 
0.200933 ( 20 ) precision 0.588068  recall 0.655911  f-micro 0.620139 
0.203808 ( 20 ) precision 0.589802  recall 0.655790  f-micro 0.621048 
0.202225 ( 20 ) precision 0.591535  recall 0.655726  f-micro 0.621979 
0.198675 ( 20 ) precision 0.593233  recall 0.655158  f-micro 0.622660 
0.194960 ( 20 ) precision 0.594670  recall 0.654608  f-micro 0.623201 
0.201113 ( 20 ) precision 0.595602  recall 0.654613  f-micro 0.623715 
0.201175 ( 20 ) precision 0.596550  recall 0.654196  f-micro 0.624045 
0.201031 ( 20 ) precision 0.597668  recall 0.653760  f-micro 0.624457 
0.201191 ( 20 ) precision 0.598237  recall 0.653787  f-micro 0.624779 
0.199144 ( 20 ) precision 0.598429  recall 0.653826  f-micro 0.624902 
0.200792 ( 20 ) precision 0.598595  recall 0.653719  f-micro 0.624944 
0.197881 ( 20 ) precision 0.598360  recall 0.653541  f-micro 0.624734 
0.196261 ( 20 ) precision 0.597685  recall 0.653646  f-micro 0.624414 
0.200894 ( 20 ) precision 0.597228  recall 0.653490  f-micro 0.624093 
0.194071 ( 20 ) precision 0.596660  recall 0.653388  f-micro 0.623737 
0.200450 ( 20 ) precision 0.596328  recall 0.653326  f-micro 0.623527 
0.197502 ( 20 ) precision 0.595738  recall 0.653518  f-micro 0.623291 
0.201196 ( 20 ) precision 0.595183  recall 0.653857  f-micro 0.623142 
0.202023 ( 20 ) precision 0.595159  recall 0.653986  f-micro 0.623187 
0.197959 ( 20 ) precision 0.594912  recall 0.653799  f-micro 0.622967 
0.201276 ( 20 ) precision 0.595318  recall 0.653777  f-micro 0.623179 
0.204572 ( 20 ) precision 0.596092  recall 0.653602  f-micro 0.623523 
0.209110 ( 20 ) precision 0.596769  recall 0.653735  f-micro 0.623954 
0.204167 ( 20 ) precision 0.597431  recall 0.653716  f-micro 0.624307 
0.206807 ( 20 ) precision 0.598048  recall 0.653765  f-micro 0.624666 
0.201120 ( 20 ) precision 0.598599  recall 0.653622  f-micro 0.624902 
0.203696 ( 20 ) precision 0.599435  recall 0.653427  f-micro 0.625268 
0.203118 ( 20 ) precision 0.600044  recall 0.653341  f-micro 0.625559 
0.202280 ( 20 ) precision 0.600435  recall 0.653330  f-micro 0.625767 
0.196399 ( 20 ) precision 0.600939  recall 0.653275  f-micro 0.626015 
0.201077 ( 20 ) precision 0.601310  recall 0.653387  f-micro 0.626268 
0.200911 ( 20 ) precision 0.601671  recall 0.653531  f-micro 0.626530 
0.199821 ( 20 ) precision 0.601724  recall 0.653560  f-micro 0.626571 
0.205883 ( 20 ) precision 0.602077  recall 0.653596  f-micro 0.626780 
0.207699 ( 20 ) precision 0.602773  recall 0.653426  f-micro 0.627078 
0.205828 ( 20 ) precision 0.602961  recall 0.653536  f-micro 0.627230 
0.204153 ( 20 ) precision 0.602839  recall 0.653666  f-micro 0.627224 
0.203546 ( 20 ) precision 0.602709  recall 0.653785  f-micro 0.627208 
0.203472 ( 20 ) precision 0.602234  recall 0.654069  f-micro 0.627082 
0.200306 ( 20 ) precision 0.601921  recall 0.654125  f-micro 0.626938 
0.199799 ( 20 ) precision 0.601538  recall 0.654269  f-micro 0.626797 
0.201600 ( 20 ) precision 0.601223  recall 0.654373  f-micro 0.626673 
0.201334 ( 20 ) precision 0.601379  recall 0.654386  f-micro 0.626763 
0.205251 ( 20 ) precision 0.601427  recall 0.654485  f-micro 0.626835 
0.206635 ( 20 ) precision 0.601418  recall 0.654652  f-micro 0.626907 
0.205230 ( 20 ) precision 0.601758  recall 0.654723  f-micro 0.627124 
0.203118 ( 20 ) precision 0.601747  recall 0.654807  f-micro 0.627157 
0.199316 ( 20 ) precision 0.601537  recall 0.654909  f-micro 0.627089 
0.202035 ( 20 ) precision 0.601149  recall 0.655102  f-micro 0.626967 
0.204566 ( 20 ) precision 0.600773  recall 0.655317  f-micro 0.626861 
0.203870 ( 20 ) precision 0.600261  recall 0.655520  f-micro 0.626675 
0.202898 ( 20 ) precision 0.599853  recall 0.655711  f-micro 0.626540 
0.196821 ( 20 ) precision 0.599487  recall 0.655764  f-micro 0.626364 
0.200310 ( 20 ) precision 0.599680  recall 0.655778  f-micro 0.626476 
0.201818 ( 20 ) precision 0.599977  recall 0.655741  f-micro 0.626621 
0.201451 ( 20 ) precision 0.600366  recall 0.655650  f-micro 0.626791 
0.197528 ( 20 ) precision 0.600862  recall 0.655420  f-micro 0.626957 
0.198586 ( 20 ) precision 0.601407  recall 0.655148  f-micro 0.627129 
0.201745 ( 20 ) precision 0.601884  recall 0.654960  f-micro 0.627301 
0.205378 ( 20 ) precision 0.602247  recall 0.654928  f-micro 0.627484 
0.200024 ( 20 ) precision 0.602258  recall 0.654915  f-micro 0.627484 
0.198141 ( 20 ) precision 0.602455  recall 0.654689  f-micro 0.627487 
0.205657 ( 20 ) precision 0.602345  recall 0.654651  f-micro 0.627410 
0.204830 ( 20 ) precision 0.602117  recall 0.654607  f-micro 0.627266 
0.202126 ( 20 ) precision 0.602314  recall 0.654514  f-micro 0.627330 
0.199896 ( 20 ) precision 0.602578  recall 0.654192  f-micro 0.627325 
0.199606 ( 20 ) precision 0.602495  recall 0.653942  f-micro 0.627165 
0.199376 ( 20 ) precision 0.602728  recall 0.653713  f-micro 0.627186 
0.202035 ( 20 ) precision 0.602882  recall 0.653580  f-micro 0.627208 
0.203851 ( 20 ) precision 0.602853  recall 0.653476  f-micro 0.627144 
0.197524 ( 20 ) precision 0.602868  recall 0.653337  f-micro 0.627089 
0.200689 ( 20 ) precision 0.603112  recall 0.653289  f-micro 0.627199 
0.201886 ( 20 ) precision 0.603378  recall 0.653268  f-micro 0.627333 
0.206254 ( 20 ) precision 0.603797  recall 0.653181  f-micro 0.627519 
0.201141 ( 20 ) precision 0.604141  recall 0.653020  f-micro 0.627630 
0.204906 ( 20 ) precision 0.604532  recall 0.652877  f-micro 0.627775 
0.198416 ( 20 ) precision 0.604715  recall 0.652688  f-micro 0.627786 
0.198435 ( 20 ) precision 0.604888  recall 0.652551  f-micro 0.627816 
0.201064 ( 20 ) precision 0.605328  recall 0.652363  f-micro 0.627966 
0.199327 ( 20 ) precision 0.605814  recall 0.651943  f-micro 0.628033 
0.199776 ( 20 ) precision 0.606193  recall 0.651660  f-micro 0.628105 
0.197184 ( 20 ) precision 0.606730  recall 0.651155  f-micro 0.628158 
0.201433 ( 20 ) precision 0.607033  recall 0.650934  f-micro 0.628218 
0.203058 ( 20 ) precision 0.607328  recall 0.650714  f-micro 0.628273 
0.200990 ( 20 ) precision 0.607348  recall 0.650552  f-micro 0.628208 
0.198474 ( 20 ) precision 0.607221  recall 0.650411  f-micro 0.628074 
0.202849 ( 20 ) precision 0.607324  recall 0.650237  f-micro 0.628048 
