0.093997,0,0,0.263519,0.21471,0,0,0,0,0.053259,0,0,0.232556,0,0,0.158783,0,0.193262,0,0.253775,0.047645,0,0,0,0.113892,0,0,0.21491,0,0.258602,0.092099,0.069649,0,0.229749,0,0.068712,0.057702,0.243357,0,0,0.253652,0.223501,0.21076,0.150392,0.175462,0,0.206925,0,0,0.061021,0,0,,1
0.128064,0,0,0.395278,0.348757,0,0,0,0,0.080279,0,0,0.31176,0,0,0.235006,0,0.289893,0,0.380663,0.071709,0,0,0,0.193511,0,0,0.322365,0,0.387903,0.147135,0.105821,0,0.344624,0,0.103477,0.101239,0.365035,0,0,0.265729,0.337384,0.31614,0.212472,0.263194,0,0.310388,0,0,0.088625,0,0,,2
0.145847,0,0,0.461158,0.41578,0,0,0,0,0.108615,0,0,0.389048,0,0,0.16367,0,0.338209,0,0.444106,0.097143,0,0,0,0.235354,0,0,0.376093,0,0.452554,0.176756,0.14697,0,0.402062,0,0.120503,0.123972,0.425874,0,0,0.272211,0.394326,0.36883,0.260315,0.30706,0,0.362119,0,0,0.098731,0,0,,3
0.179232,0,0,0.494098,0.449292,0,0,0,0,0.13273,0,0,0.428151,0,0,0.243417,0,0.362366,0,0.475828,0.111909,0,0,0,0.310899,0,0,0.402957,0,0.484879,0.217547,0.177632,0,0.43078,0,0.164096,0.126605,0.456294,0,0,0.278211,0.422796,0.395175,0.284167,0.328992,0,0.387985,0,0,0.106558,0,0,,4
0.222272,0,0,0.510568,0.466048,0,0,0,0,0.150924,0,0,0.299324,0,0,0.280661,0,0.374445,0,0.491689,0.115428,0,0,0,0.292805,0,0,0.416389,0,0.501042,0.25386,0.203789,0,0.44514,0,0.185893,0.13952,0.471503,0,0,0.332043,0.437032,0.408348,0.297098,0.339959,0,0.400918,0,0,0.110652,0,0,,5
0.215579,0,0,0.518803,0.474426,0,0,0,0,0.245707,0,0,0.381829,0,0,0.302366,0,0.380485,0,0.49962,0.207302,0,0,0,0.281739,0,0,0.423105,0,0.509123,0.297901,0.216868,0,0.452319,0,0.196791,0.155345,0.479108,0,0,0.358959,0.44415,0.414934,0.304195,0.345442,0,0.407384,0,0,0.116404,0,0,,6
0.216165,0,0,0.52292,0.478615,0,0,0,0,0.210673,0,0,0.424089,0,0,0.311482,0,0.383504,0,0.503585,0.16204,0,0,0,0.279055,0,0,0.426463,0,0.513164,0.232704,0.223285,0,0.455909,0,0.202218,0.167555,0.482911,0,0,0.372417,0.447708,0.418227,0.308218,0.348184,0,0.410617,0,0,0.116226,0,0,,7
0.212716,0,0,0.524979,0.480709,0,0,0,0,0.176249,0,0,0.295762,0,0,0.311031,0,0.385014,0,0.505568,0.140246,0,0,0,0.276601,0,0,0.428142,0,0.515184,0.236464,0.181638,0,0.457704,0,0.204854,0.166573,0.484812,0,0,0.379146,0.442769,0.419874,0.304927,0.349555,0,0.412234,0,0,0.147524,0,0,,8
0.217465,0,0,0.526008,0.481756,0,0,0,0,0.149842,0,0,0.202119,0,0,0.31196,0,0.385769,0,0.506559,0.139513,0,0,0,0.276456,0,0,0.428981,0,0.516194,0.235552,0.20567,0,0.458601,0,0.206229,0.165922,0.485763,0,0,0.382511,0.444885,0.420697,0.307073,0.35024,0,0.413042,0,0,0.232906,0,0,,9
0.200062,0,0,0.526523,0.48228,0,0,0,0,0.153753,0,0,0.175029,0,0,0.308148,0,0.386147,0,0.507055,0.120535,0,0,0,0.27571,0,0,0.429401,0,0.516699,0.287814,0.172831,0,0.45905,0,0.206987,0.160868,0.486238,0,0,0.384193,0.441357,0.421109,0.309242,0.350583,0,0.413446,0,0,0.208142,0,0,,10
0.203404,0,0,0.52678,0.482542,0,0,0,0,0.169728,0,0,0.322026,0,0,0.31447,0,0.386335,0,0.507302,0.122568,0,0,0,0.275338,0,0,0.429611,0,0.516952,0.263951,0.156411,0,0.459275,0,0.288557,0.143549,0.486476,0,0,0.385034,0.446312,0.421314,0.310353,0.350754,0,0.413648,0,0,0.162006,0,0,,11
0.221963,0,0,0.526909,0.482673,0,0,0,0,0.188758,0,0,0.396839,0,0,0.31413,0,0.38643,0,0.507426,0.123014,0,0,0,0.275151,0,0,0.429716,0,0.517078,0.273532,0.193214,0,0.459387,0,0.329444,0.167729,0.486594,0,0,0.385455,0.446657,0.421417,0.309861,0.350839,0,0.413749,0,0,0.143641,0,0,,12
0.226401,0,0,0.526973,0.482738,0,0,0,0,0.286797,0,0,0.431944,0,0,0.316602,0,0.386477,0,0.507488,0.205493,0,0,0,0.27378,0,0,0.429768,0,0.517141,0.228412,0.211464,0,0.459443,0,0.354372,0.177373,0.486654,0,0,0.385665,0.446829,0.421469,0.311251,0.350882,0,0.4138,0,0,0.136814,0,0,,13
0.201923,0,0,0.527006,0.482771,0,0,0,0,0.234052,0,0,0.449931,0,0,0.31901,0,0.386501,0,0.507519,0.249877,0,0,0,0.330221,0,0,0.429794,0,0.517173,0.284339,0.178868,0,0.459471,0,0.362493,0.153123,0.486683,0,0,0.38577,0.446916,0.421495,0.311947,0.350903,0,0.413825,0,0,0.131406,0,0,,14
0.205529,0,0,0.527022,0.482787,0,0,0,0,0.20085,0,0,0.459096,0,0,0.320179,0,0.386512,0,0.507535,0.174811,0,0,0,0.361727,0,0,0.429807,0,0.517189,0.222306,0.159515,0,0.459485,0,0.366412,0.138324,0.486698,0,0,0.385823,0.446959,0.421507,0.312294,0.350914,0,0.413838,0,0,0.160142,0,0,,15
0.207305,0,0,0.52703,0.482796,0,0,0,0,0.181018,0,0,0.462986,0,0,0.319792,0,0.386518,0,0.507542,0.252734,0,0,0,0.377611,0,0,0.429814,0,0.517196,0.226709,0.194738,0,0.459492,0,0.368466,0.122765,0.486706,0,0,0.385849,0.442394,0.421514,0.312468,0.350919,0,0.413844,0,0,0.239876,0,0,,16
0.22488,0,0,0.527034,0.4828,0,0,0,0,0.162376,0,0,0.298954,0,0,0.319981,0,0.386521,0,0.507546,0.292582,0,0,0,0.326426,0,0,0.429817,0,0.5172,0.272204,0.21222,0,0.459495,0,0.288012,0.114676,0.486709,0,0,0.385862,0.446831,0.421517,0.312555,0.350922,0,0.413847,0,0,0.279707,0,0,,17
0.211477,0,0,0.527036,0.482802,0,0,0,0,0.170123,0,0,0.217386,0,0,0.319988,0,0.386523,0,0.507548,0.290758,0,0,0,0.300804,0,0,0.429819,0,0.517202,0.210578,0.179247,0,0.459497,0,0.247699,0.104323,0.486711,0,0,0.385869,0.449049,0.421519,0.312598,0.350923,0,0.413849,0,0,0.392157,0,0,,18
0.206003,0,0,0.527037,0.482803,0,0,0,0,0.179446,0,0,0.176596,0,0,0.320508,0,0.386523,0,0.507549,0.199915,0,0,0,0.347158,0,0,0.42982,0,0.517203,0.218067,0.16276,0,0.459498,0,0.192856,0.101229,0.486712,0,0,0.385872,0.450158,0.421519,0.31262,0.350924,0,0.41385,0,0,0.272759,0,0,,19
0.207774,0,0,0.527037,0.482803,0,0,0,0,0.19667,0,0,0.165464,0,0,0.207328,0,0.386524,0,0.50755,0.243879,0,0,0,0.370196,0,0,0.42982,0,0.517204,0.278346,0.154516,0,0.459499,0,0.199873,0.102621,0.486713,0,0,0.336788,0.450713,0.42152,0.312631,0.350924,0,0.41385,0,0,0.224501,0,0,,20
0.228965,0,0,0.527038,0.482803,0,0,0,0,0.177078,0,0,0.161646,0,0,0.263756,0,0.386524,0,0.50755,0.181725,0,0,0,0.326539,0,0,0.42982,0,0.517204,0.26518,0.150447,0,0.459499,0,0.168698,0.148339,0.486713,0,0,0.308906,0.45099,0.42152,0.312636,0.350925,0,0.41385,0,0,0.377273,0,0,,21
0.227797,0,0,0.527038,0.482804,0,0,0,0,0.169902,0,0,0.177907,0,0,0.291365,0,0.386524,0,0.50755,0.137824,0,0,0,0.30104,0,0,0.42982,0,0.517204,0.240938,0.148371,0,0.459499,0,0.161515,0.132509,0.486713,0,0,0.298304,0.451129,0.42152,0.312639,0.350925,0,0.41385,0,0,0.450049,0,0,,22
0.225401,0,0,0.527038,0.482804,0,0,0,0,0.17346,0,0,0.180966,0,0,0.30546,0,0.386524,0,0.50755,0.119966,0,0,0,0.288407,0,0,0.429821,0,0.517204,0.181333,0.177917,0,0.459499,0,0.154307,0.126045,0.486713,0,0,0.289196,0.451198,0.42152,0.31264,0.350925,0,0.41385,0,0,0.325979,0,0,,23
0.21809,0,0,0.527038,0.482804,0,0,0,0,0.171056,0,0,0.169397,0,0,0.312507,0,0.386524,0,0.50755,0.134973,0,0,0,0.282446,0,0,0.429821,0,0.517204,0.182093,0.19269,0,0.459499,0,0.14644,0.124192,0.486713,0,0,0.399071,0.451233,0.42152,0.312641,0.350925,0,0.41385,0,0,0.224718,0,0,,24
0.226599,0,0,0.527038,0.482804,0,0,0,0,0.172672,0,0,0.181783,0,0,0.316031,0,0.386524,0,0.50755,0.219436,0,0,0,0.282717,0,0,0.429821,0,0.517204,0.197847,0.192178,0,0.459499,0,0.141995,0.154885,0.486713,0,0,0.341199,0.45125,0.42152,0.312641,0.350925,0,0.41385,0,0,0.189327,0,0,,25
0.218542,0,0,0.527038,0.482804,0,0,0,0,0.185666,0,0,0.169805,0,0,0.317793,0,0.386524,0,0.50755,0.25361,0,0,0,0.330876,0,0,0.429821,0,0.517204,0.253373,0.191703,0,0.459499,0,0.255974,0.144831,0.486713,0,0,0.424342,0.451259,0.42152,0.312642,0.350925,0,0.41385,0,0,0.16914,0,0,,26
0.208654,0,0,0.527038,0.482804,0,0,0,0,0.189111,0,0,0.162069,0,0,0.318975,0,0.386524,0,0.50755,0.251214,0,0,0,0.304979,0,0,0.429821,0,0.517204,0.20159,0.169037,0,0.459499,0,0.20122,0.138848,0.486713,0,0,0.354277,0.44913,0.42152,0.299854,0.350925,0,0.41385,0,0,0.157243,0,0,,27
0.201137,0,0,0.527038,0.482804,0,0,0,0,0.188263,0,0,0.178106,0,0,0.318922,0,0.386524,0,0.50755,0.193636,0,0,0,0.34048,0,0,0.429821,0,0.517204,0.16123,0.18825,0,0.459499,0,0.288929,0.132286,0.486713,0,0,0.370076,0.470846,0.42152,0.289333,0.350925,0,0.41385,0,0,0.169108,0,0,,28
0.204823,0,0,0.527038,0.482804,0,0,0,0,0.177101,0,0,0.186229,0,0,0.316265,0,0.386524,0,0.50755,0.25647,0,0,0,0.304363,0,0,0.429821,0,0.517204,0.201877,0.190088,0,0.459499,0,0.343114,0.149162,0.486713,0,0,0.377976,0.481703,0.42152,0.296931,0.350925,0,0.41385,0,0,0.15638,0,0,,29
0.233946,0,0,0.527038,0.482804,0,0,0,0,0.186007,0,0,0.176792,0,0,0.317575,0,0.386524,0,0.50755,0.287925,0,0,0,0.285278,0,0,0.429821,0,0.517204,0.224113,0.209994,0,0.459499,0,0.356573,0.135481,0.486713,0,0,0.381716,0.487132,0.42152,0.29167,0.350925,0,0.41385,0,0,0.147907,0,0,,30
