
,-----------------------------------------------------------------------------------------------,

,-------------------------------------,
c - -1.000000,g - -5.000000
5.129036,0.910474,0.794742,0.205258,

,-------------------------------------,
c - 4.000000,g - -4.000000
5.570193,0.988786,0.500000,0.500000,
5.427653,0.963483,0.819188,0.180812,
5.432740,0.964386,0.811566,0.188434,
5.432740,0.964386,0.811842,0.188158,

Test_f_score-0.755728
,-------------------------------------,
c - 4.000000,g - -3.000000
5.627902,0.999030,0.500000,0.500000,
5.606178,0.995174,0.822203,0.177797,
5.606178,0.995174,0.821073,0.178927,

,-------------------------------------,
c - 4.000000,g - -2.000000
5.633366,1.000000,0.500000,0.500000,
5.630635,0.999515,0.822486,0.177514,
5.630635,0.999515,0.822345,0.177655,

,-------------------------------------,
c - 4.000000,g - -1.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 5.000000,g - -5.000000
5.481262,0.973000,0.500000,0.500000,
5.322987,0.944904,0.814462,0.185538,
5.344808,0.948777,0.805805,0.194195,
5.334961,0.947029,0.807018,0.192982,
5.339880,0.947902,0.806471,0.193529,
5.339880,0.947902,0.806744,0.193256,

,-------------------------------------,
c - 5.000000,g - -4.000000
5.625166,0.998544,0.500000,0.500000,
5.552581,0.985660,0.822061,0.177939,
5.552581,0.985660,0.818260,0.181740,

,-------------------------------------,
c - 5.000000,g - -3.000000
5.633366,1.000000,0.500000,0.500000,
5.630635,0.999515,0.822486,0.177514,
5.630635,0.999515,0.822345,0.177655,

,-------------------------------------,
c - 5.000000,g - -2.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 5.000000,g - -1.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 6.000000,g - -5.000000
5.603241,0.994652,0.500000,0.500000,
5.481688,0.973075,0.820919,0.179081,
5.489467,0.974456,0.814485,0.185515,
5.489467,0.974456,0.814902,0.185098,

,-------------------------------------,
c - 6.000000,g - -4.000000
5.633366,1.000000,0.500000,0.500000,
5.625182,0.998547,0.822486,0.177514,
5.625182,0.998547,0.822062,0.177938,

,-------------------------------------,
c - 6.000000,g - -3.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 6.000000,g - -2.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 6.000000,g - -1.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

